Club,Name,Age,Nationality,Position,Pos,MarketValue,ClubInvolved,CountryInvolved,Fee,Movement,Season,Window,League,Profile
Fortuna Düsseldorf,Nana Ampomah,23,Ghana,Left Winger,LW,£2.25m,Waasland-Beveren,Belgium,£3.60m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/nana-ampomah/profil/spieler/429086
Fortuna Düsseldorf,Erik Thommy,24,Germany,Left Midfield,LM,£2.70m,VfB Stuttgart,Germany,Loan fee:£450Th.,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/erik-thommy/profil/spieler/156779
Fortuna Düsseldorf,Thomas Pledl,25,Germany,Attacking Midfield,AM,£900Th.,FC Ingolstadt 04,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/thomas-pledl/profil/spieler/131561
Fortuna Düsseldorf,Kelvin Ofori,18,Ghana,Attacking Midfield,AM,-,Right to Dream Academy,Ghana,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/kelvin-ofori/profil/spieler/687035
Fortuna Düsseldorf,Florian Kastenmeier,22,Germany,Goalkeeper,GK,£90Th.,VfB Stuttgart II,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/florian-kastenmeier/profil/spieler/255294
Fortuna Düsseldorf,Markus Suttner,32,Austria,Left-Back,LB,£1.35m,Brighton & Hove Albion,England,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/markus-suttner/profil/spieler/31514
Fortuna Düsseldorf,Kasim Adams,24,Ghana,Centre-Back,CB,£6.30m,TSG 1899 Hoffenheim,Germany,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/kasim-adams/profil/spieler/263801
Fortuna Düsseldorf,Bernard Tekpetey,21,Ghana,Right Winger,RW,£2.25m,FC Schalke 04,Germany,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/bernard-tekpetey/profil/spieler/422380
Fortuna Düsseldorf,Zack Steffen,24,United States,Goalkeeper,GK,£4.50m,Manchester City,England,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/zack-steffen/profil/spieler/221624
Fortuna Düsseldorf,Lewis Baker,24,England,Central Midfield,CM,£3.60m,Chelsea FC,England,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/lewis-baker/profil/spieler/198589
Fortuna Düsseldorf,Jannick Theißen,21,Germany,Goalkeeper,GK,£90Th.,Fortuna Düsseldorf II,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jannick-theissen/profil/spieler/244945
Fortuna Düsseldorf,Emmanuel Iyoha,21,Germany,Centre-Forward,CF,£810Th.,FC Erzgebirge Aue,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/emmanuel-iyoha/profil/spieler/314245
Fortuna Düsseldorf,Johannes Bühler,21,Germany,Central Midfield,CM,£90Th.,VfR Aalen,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/johannes-buhler/profil/spieler/263118
Fortuna Düsseldorf,Havard Nielsen,25,Norway,Centre-Forward,CF,£675Th.,MSV Duisburg,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/havard-nielsen/profil/spieler/136181
Hertha BSC,Dodi Lukebakio,21,Belgium,Right Winger,RW,£16.20m,Watford FC,England,£18.00m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/dodi-lukebakio/profil/spieler/303259
Hertha BSC,Eduard Löwen,22,Germany,Central Midfield,CM,£6.30m,1.FC Nuremberg,Germany,£6.30m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/eduard-lowen/profil/spieler/260655
Hertha BSC,Daishawn Redan,18,Netherlands,Centre-Forward,CF,-,Chelsea FC U23,England,£2.43m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/daishawn-redan/profil/spieler/361081
Hertha BSC,Marko Grujic,23,Serbia,Central Midfield,CM,£18.00m,Liverpool FC,England,Loan fee:£1.80m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/marko-grujic/profil/spieler/222813
Hertha BSC,Marius Wolf,24,Germany,Right Winger,RW,£7.20m,Borussia Dortmund,Germany,Loan fee:£1.80m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/marius-wolf/profil/spieler/193900
Hertha BSC,Dedryck Boyata,28,Belgium,Centre-Back,CB,£1.80m,Celtic FC,Scotland,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/dedryck-boyata/profil/spieler/88262
Hertha BSC,Julian Albrecht,17,Germany,Central Midfield,CM,-,Hertha BSC U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/julian-albrecht/profil/spieler/392149
Hertha BSC,Ondrej Duda,25,Slovakia,Attacking Midfield,AM,£9.45m,Norwich City,England,"End of loanJul 31, 2020",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/ondrej-duda/profil/spieler/232418
Hertha BSC,Alexander Esswein,29,Germany,Right Winger,RW,£900Th.,VfB Stuttgart,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/alexander-esswein/profil/spieler/45662
Hertha BSC,Muhammed Kiprit,19,Turkey,Centre-Forward,CF,£270Th.,FC Wacker Innsbruck,Austria,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/muhammed-kiprit/profil/spieler/362746
Hertha BSC,Sidney Friede,21,Germany,Central Midfield,CM,£630Th.,Royal Excel Mouscron ,Belgium,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/sidney-friede/profil/spieler/282658
Hertha BSC,Maximilian Pronichev,21,Russia,Centre-Forward,CF,£158Th.,Hallescher FC,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/maximilian-pronichev/profil/spieler/243805
1.FSV Mainz 05,Jeremiah St. Juste,22,Netherlands,Centre-Back,CB,£6.75m,Feyenoord Rotterdam,Netherlands,£8.10m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jeremiah-st-juste/profil/spieler/288253
1.FSV Mainz 05,Edimilson Fernandes,23,Switzerland,Central Midfield,CM,£7.20m,West Ham United,England,£6.75m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/edimilson-fernandes/profil/spieler/247555
1.FSV Mainz 05,Aarón Martín,22,Spain,Left-Back,LB,£18.00m,RCD Espanyol Barcelona,Spain,£5.40m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/aaron-martin/profil/spieler/251878
1.FSV Mainz 05,Ronaël Pierre-Gabriel,21,France,Right-Back,RB,£3.60m,AS Monaco,France,£4.95m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/ronael-pierre-gabriel/profil/spieler/410185
1.FSV Mainz 05,Jonathan Meier,19,Germany,Left-Back,LB,£90Th.,FC Bayern Munich II,Germany,£1.08m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jonathan-meier/profil/spieler/379989
1.FSV Mainz 05,Taiwo Awoniyi,21,Nigeria,Centre-Forward,CF,£4.05m,Liverpool FC,England,Loan fee:£450Th.,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/taiwo-awoniyi/profil/spieler/295313
1.FSV Mainz 05,Cyrill Akono,19,Germany,Centre-Forward,CF,£450Th.,Preußen Münster,Germany,£315Th.,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/cyrill-akono/profil/spieler/506855
1.FSV Mainz 05,Ádám Szalai,31,Hungary,Centre-Forward,CF,£2.70m,TSG 1899 Hoffenheim,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/adam-szalai/profil/spieler/39106
1.FSV Mainz 05,Omer Hanin,21,Israel,Goalkeeper,GK,£270Th.,Hapoel Hadera,Israel,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/omer-hanin/profil/spieler/211530
1.FSV Mainz 05,Dong-won Ji,28,"Korea, South",Centre-Forward,CF,£1.58m,FC Augsburg,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/dong-won-ji/profil/spieler/164265
1.FSV Mainz 05,Niklas Tauer,18,Germany,Defensive Midfield,DM,-,1.FSV Mainz 05 U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/niklas-tauer/profil/spieler/470815
1.FSV Mainz 05,Merveille Papela,18,Germany,Central Midfield,CM,-,1.FSV Mainz 05 U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/merveille-papela/profil/spieler/405689
1.FSV Mainz 05,Ahmet Gürleyen,21,Germany,Centre-Back,CB,£315Th.,FC Liefering,Austria,"End of loanJul 31, 2020",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/ahmet-gurleyen/profil/spieler/397696
1.FSV Mainz 05,Aaron Seydel,23,Germany,Centre-Forward,CF,£360Th.,Holstein Kiel,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/aaron-seydel/profil/spieler/187499
1.FSV Mainz 05,José Rodríguez,24,Spain,Central Midfield,CM,£1.13m,Fortuna Sittard,Netherlands,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jose-rodriguez/profil/spieler/165012
1.FSV Mainz 05,Marin Sverko,21,Croatia,Left-Back,LB,£90Th.,Karlsruher SC,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/marin-sverko/profil/spieler/282169
SC Freiburg,Vincenzo Grifo,26,Italy,Left Winger,LW,£8.10m,TSG 1899 Hoffenheim,Germany,£6.30m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/vincenzo-grifo/profil/spieler/185077
SC Freiburg,Jonathan Schmid,29,France,Right-Back,RB,£4.50m,FC Augsburg,Germany,£3.60m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jonathan-schmid/profil/spieler/70285
SC Freiburg,Chang-hoon Kwon,25,"Korea, South",Right Winger,RW,£4.95m,FCO Dijon,France,£2.70m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/chang-hoon-kwon/profil/spieler/259350
SC Freiburg,Luca Itter,20,Germany,Left-Back,LB,£1.80m,VfL Wolfsburg,Germany,£2.25m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/luca-itter/profil/spieler/296378
SC Freiburg,Woo-yeong Jeong,19,"Korea, South",Right Winger,RW,£1.80m,FC Bayern Munich II,Germany,£1.80m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/woo-yeong-jeong/profil/spieler/297583
SC Freiburg,Yannik Keitel,20,Germany,Defensive Midfield,DM,£405Th.,SC Freiburg II,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/yannik-keitel/profil/spieler/342039
SC Freiburg,Nico Schlotterbeck,19,Germany,Centre-Back,CB,£270Th.,SC Freiburg II,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/nico-schlotterbeck/profil/spieler/388198
SC Freiburg,Lino Tempelmann,20,Germany,Central Midfield,CM,£23Th.,SC Freiburg II,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/lino-tempelmann/profil/spieler/378883
SC Freiburg,Christoph Daferner,21,Germany,Centre-Forward,CF,£225Th.,SC Freiburg II,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/christoph-daferner/profil/spieler/324851
SC Freiburg,Niclas Thiede,20,Germany,Goalkeeper,GK,£45Th.,SC Freiburg II,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/niclas-thiede/profil/spieler/348778
SC Freiburg,Fabian Schleusener,27,Germany,Centre-Forward,CF,£765Th.,SV Sandhausen,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/fabian-schleusener/profil/spieler/229176
SC Freiburg,Patrick Kammerbauer,22,Germany,Defensive Midfield,DM,£360Th.,Holstein Kiel,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/patrick-kammerbauer/profil/spieler/227087
SC Freiburg,Vincent Sierro,23,Switzerland,Central Midfield,CM,£2.70m,FC St. Gallen 1879,Switzerland,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/vincent-sierro/profil/spieler/280387
SC Freiburg,Jonas Föhrenbach,23,Germany,Left-Back,LB,£675Th.,SSV Jahn Regensburg,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jonas-fohrenbach/profil/spieler/192169
SC Freiburg,Yoric Ravet,29,France,Right Winger,RW,£1.13m,Grasshopper Club Zurich,Switzerland,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/yoric-ravet/profil/spieler/82461
FC Schalke 04,Ozan Kabak,19,Turkey,Centre-Back,CB,£13.50m,VfB Stuttgart,Germany,£13.50m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/ozan-kabak/profil/spieler/361260
FC Schalke 04,Benito Raman,24,Belgium,Left Winger,LW,£10.80m,Fortuna Düsseldorf,Germany,£5.85m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/benito-raman/profil/spieler/112930
FC Schalke 04,Bernard Tekpetey,21,Ghana,Right Winger,RW,£2.25m,SC Paderborn 07,Germany,£2.25m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/bernard-tekpetey/profil/spieler/422380
FC Schalke 04,Markus Schubert,21,Germany,Goalkeeper,GK,£900Th.,SG Dynamo Dresden,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/markus-schubert/profil/spieler/296741
FC Schalke 04,Juan Miranda,19,Spain,Left-Back,LB,£4.50m,FC Barcelona,Spain,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/juan-miranda/profil/spieler/341227
FC Schalke 04,Jonjoe Kenny,22,England,Right-Back,RB,£4.50m,Everton FC,England,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jonjoe-kenny/profil/spieler/258883
FC Schalke 04,Jonas Carls,22,Germany,Left-Back,LB,£180Th.,FC Schalke 04 II,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jonas-carls/profil/spieler/239972
FC Schalke 04,Levent Mercan,18,Germany,Attacking Midfield,AM,-,FC Schalke 04 U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/levent-mercan/profil/spieler/388820
FC Schalke 04,Nabil Bentaleb,25,Algeria,Central Midfield,CM,£3.60m,Newcastle United,England,"End of loanJul 31, 2020",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/nabil-bentaleb/profil/spieler/245537
FC Schalke 04,Pablo Insua,26,Spain,Centre-Back,CB,£855Th.,SD Huesca,Spain,"End of loanJul 20, 2020",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/pablo-insua/profil/spieler/171362
FC Schalke 04,Fabian Reese,21,Germany,Centre-Forward,CF,£540Th.,SpVgg Greuther Fürth,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/fabian-reese/profil/spieler/227102
FC Schalke 04,Pablo Insua,25,Spain,Centre-Back,CB,£1.35m,SD Huesca,Spain,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/pablo-insua/profil/spieler/171362
FC Augsburg,Tomas Koubek,26,Czech Republic,Goalkeeper,GK,£5.40m,Stade Rennais FC,France,£6.75m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/tomas-koubek/profil/spieler/146714
FC Augsburg,Iago,22,Brazil,Left-Back,LB,£1.80m,Sport Club Internacional,Brazil,£5.85m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/iago/profil/spieler/520468
FC Augsburg,Carlos Gruezo,24,Ecuador,Defensive Midfield,DM,£1.80m,FC Dallas,United States,£3.60m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/carlos-gruezo/profil/spieler/189475
FC Augsburg,Ruben Vargas,20,Switzerland,Left Winger,LW,£3.60m,FC Luzern,Switzerland,£2.43m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/ruben-vargas/profil/spieler/345886
FC Augsburg,Florian Niederlechner,28,Germany,Centre-Forward,CF,£3.15m,SC Freiburg,Germany,£2.25m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/florian-niederlechner/profil/spieler/152963
FC Augsburg,Felix Uduokhai,21,Germany,Centre-Back,CB,£3.15m,VfL Wolfsburg,Germany,Loan fee:£2.25m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/felix-uduokhai/profil/spieler/278343
FC Augsburg,Reece Oxford,20,England,Centre-Back,CB,£3.60m,West Ham United,England,£1.80m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/reece-oxford/profil/spieler/314295
FC Augsburg,Noah Sarenren Bazee,22,Nigeria,Right Winger,RW,£1.13m,Hannover 96,Germany,£1.53m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/noah-sarenren-bazee/profil/spieler/283001
FC Augsburg,Marvin Friedrich,23,Germany,Centre-Back,CB,£2.70m,1.FC Union Berlin,Germany,£900Th.,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/marvin-friedrich/profil/spieler/196231
FC Augsburg,Mads Pedersen,22,Denmark,Left-Back,LB,£810Th.,FC Nordsjaelland,Denmark,£720Th.,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/mads-pedersen/profil/spieler/288429
FC Augsburg,Marek Suchy,31,Czech Republic,Centre-Back,CB,£2.03m,FC Basel 1893,Switzerland,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/marek-suchy/profil/spieler/34542
FC Augsburg,Stephan Lichtsteiner,35,Switzerland,Right-Back,RB,£1.35m,Arsenal FC,England,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/stephan-lichtsteiner/profil/spieler/2865
FC Augsburg,Tin Jedvaj,23,Croatia,Centre-Back,CB,£6.75m,Bayer 04 Leverkusen,Germany,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/tin-jedvaj/profil/spieler/206386
FC Augsburg,Maurice Malone,18,Germany,Centre-Forward,CF,-,FC Augsburg U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/maurice-malone/profil/spieler/405568
FC Augsburg,Seong-hoon Cheon,18,"Korea, South",Centre-Forward,CF,-,FC Augsburg U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/seong-hoon-cheon/profil/spieler/545503
FC Augsburg,Julian Günther-Schmidt,24,Germany,Centre-Forward,CF,£225Th.,FC Carl Zeiss Jena,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/julian-gunther-schmidt/profil/spieler/161079
FC Augsburg,Martin Hinteregger,26,Austria,Centre-Back,CB,£14.40m,Eintracht Frankfurt,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/martin-hinteregger/profil/spieler/85789
FC Augsburg,Tim Rieder,25,Germany,Defensive Midfield,DM,£270Th.,SV Darmstadt 98,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/tim-rieder/profil/spieler/111277
FC Augsburg,Takashi Usami,27,Japan,Left Winger,LW,£1.35m,Fortuna Düsseldorf,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/takashi-usami/profil/spieler/111881
FC Augsburg,Caiuby,30,Brazil,Centre-Forward,CF,£1.35m,Grasshopper Club Zurich,Switzerland,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/caiuby/profil/spieler/54137
1. FC Köln,Ellyes Skhiri,24,Tunisia,Defensive Midfield,DM,£10.80m,HSC Montpellier,France,£5.40m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/ellyes-skhiri/profil/spieler/290587
1. FC Köln,Sebastiaan Bornauw,20,Belgium,Centre-Back,CB,£3.60m,RSC Anderlecht,Belgium,£5.40m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/sebastiaan-bornauw/profil/spieler/338629
1. FC Köln,Birger Verstraete,25,Belgium,Defensive Midfield,DM,£3.60m,KAA Gent,Belgium,£3.60m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/birger-verstraete/profil/spieler/234193
1. FC Köln,Kingsley Ehizibue,24,Nigeria,Right-Back,RB,£1.80m,PEC Zwolle,Netherlands,£1.80m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/kingsley-ehizibue/profil/spieler/272812
1. FC Köln,Kingsley Schindler,25,Germany,Right Winger,RW,£2.70m,Holstein Kiel,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/kingsley-schindler/profil/spieler/153678
1. FC Köln,Julian Krahl,19,Germany,Goalkeeper,GK,£180Th.,RB Leipzig,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/julian-krahl/profil/spieler/337082
1. FC Köln,Tomas Ostrak,19,Czech Republic,Attacking Midfield,AM,£90Th.,1.FC Köln U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/tomas-ostrak/profil/spieler/428189
1. FC Köln,Yann Aurel Bisseck,18,Germany,Centre-Back,CB,£225Th.,Holstein Kiel,Germany,"End of loanAug 21, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/yann-aurel-bisseck/profil/spieler/441986
1. FC Köln,Noah Katterbach,18,Germany,Left-Back,LB,£90Th.,1.FC Köln U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/noah-katterbach/profil/spieler/469949
1. FC Köln,Ismail Jakobs,19,Germany,Left Winger,LW,£45Th.,1.FC Köln II,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/ismail-jakobs/profil/spieler/375137
1. FC Köln,Darko Churlinov,18,North Macedonia,Left Winger,LW,-,1.FC Köln U19,Germany,-,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/darko-churlinov/profil/spieler/386786
1. FC Köln,Tim Handwerker,21,Germany,Left-Back,LB,£900Th.,FC Groningen,Netherlands,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/tim-handwerker/profil/spieler/284177
1. FC Köln,Serhou Guirassy,23,France,Centre-Forward,CF,£3.15m,SC Amiens,France,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/serhou-guirassy/profil/spieler/270541
1. FC Köln,João Queirós,21,Portugal,Centre-Back,CB,£720Th.,Sporting CP U23,Portugal,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/joao-queiros/profil/spieler/415642
SC Paderborn 07,Rifet Kapic,23,Bosnia-Herzegovina,Central Midfield,CM,£585Th.,Grasshopper Club Zurich,Switzerland,£90Th.,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/rifet-kapic/profil/spieler/251676
SC Paderborn 07,Marcel Hilßner,24,Germany,Right Winger,RW,£360Th.,FC Hansa Rostock,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/marcel-hilssner/profil/spieler/153634
SC Paderborn 07,Cauly,23,Brazil,Right Midfield,RM,£900Th.,MSV Duisburg,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/cauly/profil/spieler/162812
SC Paderborn 07,Luca Kilian,19,Germany,Centre-Back,CB,£113Th.,Borussia Dortmund II,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/luca-kilian/profil/spieler/384553
SC Paderborn 07,Abdelhamid Sabiri,22,Germany,Attacking Midfield,AM,£1.35m,Huddersfield Town,England,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/abdelhamid-sabiri/profil/spieler/340394
SC Paderborn 07,Streli Mamba,25,Germany,Centre-Forward,CF,£495Th.,FC Energie Cottbus,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/streli-mamba/profil/spieler/161060
SC Paderborn 07,Johannes Dörfler,22,Germany,Right Winger,RW,£225Th.,KFC Uerdingen 05,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/johannes-dorfler/profil/spieler/329324
SC Paderborn 07,Jan-Luca Rumpf,19,Germany,Centre-Back,CB,-,Sportfreunde Siegen,Germany,Free transfer,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jan-luca-rumpf/profil/spieler/379961
SC Paderborn 07,Jannik Huth,25,Germany,Goalkeeper,GK,£270Th.,1.FSV Mainz 05,Germany,?,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/jannik-huth/profil/spieler/160954
SC Paderborn 07,Laurent Jans,26,Luxembourg,Right-Back,RB,£630Th.,FC Metz,France,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/laurent-jans/profil/spieler/163724
SC Paderborn 07,Gerrit Holtmann,24,Germany,Left Winger,LW,£1.35m,1.FSV Mainz 05,Germany,Loan,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/gerrit-holtmann/profil/spieler/190289
SC Paderborn 07,Sergio Gucciardo,20,Turkey,Left Winger,LW,£90Th.,Alemannia Aachen,Germany,"End of loanAug 27, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/sergio-gucciardo/profil/spieler/388866
SC Paderborn 07,Luca Pfeiffer,22,Germany,Centre-Forward,CF,£180Th.,VfL Osnabrück,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/luca-pfeiffer/profil/spieler/232463
SC Paderborn 07,Felix Drinkuth,24,Germany,Left Winger,LW,£180Th.,Sportfreunde Lotte,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/felix-drinkuth/profil/spieler/154722
SC Paderborn 07,Julius Düker,23,Germany,Centre-Forward,CF,£225Th.,Eintracht Braunschweig,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/julius-duker/profil/spieler/202957
SC Paderborn 07,Phillip Tietz,21,Germany,Centre-Forward,CF,£315Th.,FC Carl Zeiss Jena,Germany,"End of loanJun 30, 2019",In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/phillip-tietz/profil/spieler/288340
1.FC Union Berlin,Marvin Friedrich,23,Germany,Centre-Back,CB,£2.70m,FC Augsburg,Germany,£1.80m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/marvin-friedrich/profil/spieler/196231
1.FC Union Berlin,Anthony Ujah,28,Nigeria,Centre-Forward,CF,£1.35m,1.FSV Mainz 05,Germany,£1.80m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/anthony-ujah/profil/spieler/142281
1.FC Union Berlin,Marcus Ingvartsen,23,Denmark,Right Winger,RW,£1.35m,KRC Genk,Belgium,£1.35m,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/marcus-ingvartsen/profil/spieler/269878
1.FC Union Berlin,Robert Andrich,24,Germany,Central Midfield,CM,£540Th.,1.FC Heidenheim 1846,Germany,£900Th.,In,2019,s,1-bundesliga,https://www.transfermarkt.co.uk/robert-andrich/profil/spieler/159088
